window_title,process_name,label
"Exchange Systems and Gift Economies in Melanesia - Project MUSE"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Domestic Space and Material Culture in Urban Japan - Taylor & Francis Online"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Knowledge Representation in Large Language Models: A Survey - PDF Viewer"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Ontological Engineering for Educational Data Mining | SpringerLink"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Symbolic vs. Connectionist Approaches to Knowledge Acquisition (Draft v3)"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Formalizing Commonsense Reasoning in Intelligent Tutoring Systems - ACM Digital Library"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Graph Neural Networks for Knowledge Graph Completion [ArXiv:2305.1234]"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
Lecture 4: Data Structures and Algorithms - YouTube,chrome.exe,on_task
CS101_Final_Revision_Notes.docx - Word,winword.exe,on_task
Best Deals on Gaming Laptops - Microsoft Edge,msedge.exe,distracted
main.py [C:\Users\Student\CS_Projects\ExamPrep],code.exe,on_task
mod_loader.cpp [C:\Users\Student\Games\SkyrimModding],code.exe,distracted
Great Gatsby Chapter 4 Analysis - Lecture.mp4,chrome.exe,on_task
Modding Skyrim: New Armor Textures - Nexus Mods,code.exe,distracted
The Industrial Revolution: Causes and Effects - Lecture 4 [YouTube],chrome.exe,on_task
Top 10 Most Shocking Historical Events You Won't Believe [YouTube],chrome.exe,distracted
main.py - Essay_Outline_History,code.exe,on_task
script.js - Minecraft_AutoMiner_Mod,code.exe,distracted
A-Level History Notes: The Cold War.pdf,msedge.exe,on_task
Ticketmaster - Coldplay Concert Tickets London.pdf,msedge.exe,distracted
Cellular Respiration Lecture - Khan Academy,chrome.exe,on_task
bio_lab_data_analysis.py,code.exe,on_task
minecraft_mod_renderer.js,code.exe,distracted
Chemistry Exam Notes - Chapter 4,winword.exe,on_task
Black Friday Laptop Deals List,winword.exe,distracted
Organic_Chemistry_Textbook_Ch7.pdf,acrobat.exe,on_task
Coldplay_Concert_Tickets_Confirmation.pdf,msedge.exe,distracted
Lecture 4: Data Structures and Algorithms - CS101 [YouTube],chrome.exe,on_task
Top 10 Epic Gaming Moments 2026 [YouTube],chrome.exe,distracted
notes_week5_pointers.md - Visual Studio Code,code.exe,on_task
skyrim_mod_config_final.lua - Visual Studio Code,code.exe,distracted
Physics_For_Scientists_Engineers_Ch12.pdf - Adobe Reader,acroread.exe,on_task
Ticketmaster - Order Confirmation: Coldplay Tour.pdf - Adobe Reader,acroread.exe,distracted
General Chat - #random - Discord,discord.exe,distracted
CS Study Group - Problem Set 3 Help - Discord,discord.exe,on_task
"Cross-Cultural Emotional Regulation Study - Data Analysis.spss - IBM SPSS Statistics Data Editor"", **Process Name**: spss.exe, **Task Label**: on_task",spss.exe,distracted
"Emotional Regulation Across Cultures: Final Dataset.spss - IBM SPSS Statistics Data Editor"", **Process Name**: spss.exe, **Task Label**: on_task",spss.exe,distracted
"Project AURA: Cross-Cultural Emotion Variables.spss - IBM SPSS Statistics Data Editor"", **Process Name**: spss.exe, **Task Label**: on_task",spss.exe,distracted
"Cultural Psych Study - Emotion Regulation Coding.spss - IBM SPSS Statistics Data Editor"", **Process Name**: spss.exe, **Task Label**: on_task",spss.exe,distracted
"Global Emotion Regulation Framework - SPSS Output.spss - IBM SPSS Statistics Data Editor"", **Process Name**: spss.exe, **Task Label**: on_task",spss.exe,distracted
"Q3_Hiring_Cost_Benefit_Analysis.xlsx - Excel"" | **Process Name**: excel.exe | **Task Label**: on_task",excel.exe,distracted
"OB_Lecture_Hiring_Model_Draft.xlsx - Excel"" | **Process Name**: excel.exe | **Task Label**: on_task",excel.exe,distracted
"Research_Grant_Staffing_Projections.xlsx - Excel"" | **Process Name**: excel.exe | **Task Label**: on_task",excel.exe,distracted
"Case_Study_Recruitment_ROI.xlsx - Excel"" | **Process Name**: excel.exe | **Task Label**: on_task",excel.exe,distracted
"Dept_Budget_New_Faculty_Hire.xlsx - Excel"" | **Process Name**: excel.exe | **Task Label**: on_task",excel.exe,distracted
"Seminar_Workshop_Staffing_Costs.xlsx - Excel"" | **Process Name**: excel.exe | **Task Label**: on_task",excel.exe,distracted
'The French Revolution: Causes and Effects - Lecture 4',chrome.exe,on_task
'Buy Concert Tickets - Best Prices',chrome.exe,distracted
'modding_stadium_lights.lua - Visual Studio Code',code.exe,distracted
'Geography_Notes_Chapter3.pdf',msedge.exe,on_task
FAFSA® Form Instructions & Deadlines | Federal Student Aid,chrome.exe,on_task
Top 10 Student Loan Forgiveness Scams You Need to Avoid – FinanceBuzz Blog,chrome.exe,distracted
2024-2025 FAFSA® Submission Summary – StudentAid.gov,chrome.exe,on_task
Biden's Latest Student Loan Forgiveness Plan: What It Means for You | NerdWallet,chrome.exe,distracted
Dependency Status Determination Guidelines | Federal Student Aid,chrome.exe,on_task
Will Student Loans Be Forgiven in 2025? Updates & Rumors – The College Investor,chrome.exe,distracted
FAFSA® Verification Process: Required Documentation Checklist,chrome.exe,on_task
Student Loan Forgiveness News: Latest Political Debates & Opinion Pieces | HuffPost,chrome.exe,distracted
Expected Family Contribution (EFC) Formula Guide – Federal Student Aid,chrome.exe,on_task
How to Get Your Student Loans Forgiven: A Complete Guide – Forbes Advisor,chrome.exe,distracted
Lecture 4: Cellular Respiration - YouTube,chrome.exe,on_task
main.py - Biology Data Analysis,code.exe,on_task
config.json - Skyrim Mod Loader,code.exe,distracted
Chapter 3 Notes - CourseHero,msedge.exe,on_task
Summer Concert Tickets - Ticketmaster,msedge.exe,distracted
"Fahrenheit 451: A Critical Analysis of Censorship and Conformity - JSTOR"" | **Process Name**: chrome.exe | **Task Label**: on_task",chrome.exe,distracted
"The Symbolism of Fire in Bradbury's Dystopia - Project MUSE"" | **Process Name**: chrome.exe | **Task Label**: on_task",chrome.exe,distracted
"Pedagogical Approaches to Teaching Fahrenheit 451 in Higher Ed"" | **Process Name**: chrome.exe | **Task Label**: on_task",chrome.exe,distracted
"Ray Bradbury's Critique of Mass Media: An Academic Review"" | **Process Name**: chrome.exe | **Task Label**: on_task",chrome.exe,distracted
"Drafting Syllabus: Modern Dystopian Literature - Google Docs"" | **Process Name**: chrome.exe | **Task Label**: on_task",chrome.exe,distracted
"Comparative Study: Fahrenheit 451 vs. 1984 - Oxford Academic"" | **Process Name**: chrome.exe | **Task Label**: on_task",chrome.exe,distracted
"Historical Context of McCarthyism in Fahrenheit 451"" | **Process Name**: chrome.exe | **Task Label**: on_task",chrome.exe,distracted
"Portuguese-English Immersion: Color Vocabulary Flashcards | TeachLanguages"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Dual-Language Lesson Plan: Days of the Week Songs | BilingualEdHub"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Printable Portuguese Alphabet Tracing Sheets (K-2) | ClassroomFreebies"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Immersion Activity: Grocery Store Roleplay Script (PT/EN) | TeacherPayTeachers"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Portuguese Folk Tales Translated for Elementary Students | WorldStoriesEd"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
Lecture 4: Cellular Respiration Mechanisms - YouTube,chrome.exe,on_task
Top 10 Funniest Cat Fails of 2027 - YouTube,chrome.exe,distracted
project_biology_sim.py - Coursework,code.exe,on_task
mod_loader_v2.cs - Skyrim Modding,code.exe,distracted
Chemistry Lab Report Draft.docx,winword.exe,on_task
Summer Concert Ticket Confirmation.docx,winword.exe,distracted
"VR_Mitosis_Simulation - Unity 2022.3.15f1"" | **Process**: unity.exe | **Task Label**: on_task",unity.exe,distracted
"Grade8_Physics_Forces_Lab - Unity 2022.3.15f1"" | **Process**: unity.exe | **Task Label**: on_task",unity.exe,distracted
"Chemistry_Bonding_VR_Module - Unity 2022.3.15f1"" | **Process**: unity.exe | **Task Label**: on_task",unity.exe,distracted
"Historical_Archaeology_Dig_Sim - Unity 2022.3.15f1"" | **Process**: unity.exe | **Task Label**: on_task",unity.exe,distracted
"Algebra_Geometry_Visualizer_Tool - Unity 2022.3.15f1"" | **Process**: unity.exe | **Task Label**: on_task",unity.exe,distracted
"Biology_Cell_Structure_Explorer - Unity 2022.3.15f1"" | **Process**: unity.exe | **Task Label**: on_task",unity.exe,distracted
'Chapter 4: Thermodynamics Lecture - YouTube',chrome.exe,on_task
'Top 10 Fails of the Week - YouTube',chrome.exe,distracted
'project_mod_v2.cs - Visual Studio Code',code.exe,distracted
'Physics_Lab_Report.docx - Word',winword.exe,on_task
Quantum Mechanics: Wave-Particle Duality - YouTube,chrome.exe,on_task
main.py - thermodynamics_simulation - Visual Studio Code,code.exe,on_task
mod_loader.js - SkyrimSE - Visual Studio Code,code.exe,distracted
A-Level Physics Notes: Circular Motion.pdf,msedge.exe,on_task
Coldplay London Tickets - Booking Confirmation.pdf,msedge.exe,distracted
Chapter 12: Cellular Respiration - Lecture.mp4,chrome.exe,on_task
Modding Skyrim: Script Extender,code.exe,distracted
Limit Laws and Continuity - Calculus I Lecture 4,chrome.exe,on_task
thermodynamics_cycle_notes.docx,winword.exe,on_task
Black Friday Deals - Laptops & Electronics,msedge.exe,distracted
src/main.py - Projectile Motion Simulator,code.exe,on_task
src/main.py - Minecraft Mod: New Biomes,code.exe,distracted
Organic_Chemistry_Chapter5.pdf,chrome.exe,on_task
Coldplay_Tickets_Confirmation.pdf,chrome.exe,distracted
'Khan Academy: Cellular Respiration Lecture',chrome.exe,on_task
'Top 10 Funniest Cat Fails 2027',chrome.exe,distracted
'Biology Chapter 4 Notes - OneNote',msedge.exe,on_task
'Buy Cheap Sneakers - Sale',msedge.exe,distracted
'main.py [Coursework_Project]',code.exe,on_task
'mod_script.lua [Skyrim_Mod]',code.exe,distracted
'Physics_Textbook_Ed12.pdf',chrome.exe,on_task
'Concert_Tickets_Confirmation.pdf',chrome.exe,distracted
Mitosis and Meiosis - Lecture 4 [YouTube],chrome.exe,on_task
VS Code - src/game_mod/player_stats.lua,code.exe,distracted
VS Code - bio_lab_report.py,code.exe,on_task
Steam - Library,steam.exe,distracted
Lecture 4: Thermodynamics - YouTube,chrome.exe,on_task
Top 10 Fails of the Week - YouTube,chrome.exe,distracted
notes_phys_ch3.pdf - Adobe Reader,acrobat.exe,on_task
Physics_Chapter3_Notes.docx - Word,winword.exe,on_task
Summer_Concert_Tickets.pdf - Edge,msedge.exe,distracted
main.cpp (Project: PhysicsSim) - Visual Studio Code,code.exe,on_task
main.cpp (Project: SkyrimMod) - Visual Studio Code,code.exe,distracted
"Concurrency - The Go Programming Language"" | **Process**: chrome.exe | **Task Label**: on_task",chrome.exe,distracted
"go sync package - Go Packages"" | **Process**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Effective Go - Concurrency"" | **Process**: chrome.exe | **Task Label**: on_task",chrome.exe,distracted
"goroutines - The Go Programming Language"" | **Process**: code.exe | **Task Label**: on_task",code.exe,distracted
"channels - The Go Programming Language"" | **Process**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Package sync - Go Documentation Server"" | **Process**: chrome.exe | **Task Label**: on_task",chrome.exe,distracted
"Go Concurrency Patterns - Google Developers"" | **Process**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
Lecture 12: Operating System Kernels - YouTube,chrome.exe,on_task
Top 10 Epic Gaming Moments - YouTube,chrome.exe,distracted
CS401_Final_Notes.docx,winword.exe,on_task
Buy Cheap Concert Tickets - Ticketmaster,msedge.exe,distracted
Project: DungeonCrawlerMod - Visual Studio Code,code.exe,distracted
Project: CS401_Assignment3 - Visual Studio Code,code.exe,on_task
Narrative Writing Unit Plans – Grade 10 | Google Docs,chrome.exe,on_task
Department Shared Drive: Narrative Arc Resources,chrome.exe,on_task
Canvas LMS: Drafting Narrative Prompts for Module 4,chrome.exe,on_task
Quizlet: Student Examples of Strong Hooks,chrome.exe,on_task
Edutopia: Strategies for Teaching First-Person Narratives,chrome.exe,on_task
Google Classroom: Assigning Narrative Peer Review Groups,chrome.exe,on_task
Common Core Standards: Narrative Writing Grade 9-10,chrome.exe,on_task
Schoology: Rubric Builder for Narrative Essays,chrome.exe,on_task
Turnitin: Checking Plagiarism in Student Drafts,chrome.exe,on_task
TeachersPayTeachers: Downloading Narrative Storyboard Templates,chrome.exe,on_task
"ENG101_Rubric_Breakdown.docx - Word"" | **Process Name**: winword.exe | **Task Label**: on_task",winword.exe,distracted
"Final_Essay_Grubric_Guidelines.docx - Word"" | **Process Name**: winword.exe | **Task Label**: on_task",winword.exe,distracted
"Week4_Assessment_Criteria_Explained.docx - Word"" | **Process Name**: winword.exe | **Task Label**: on_task",winword.exe,distracted
"Student_Feedback_Rubric_Template.docx - Word"" | **Process Name**: winword.exe | **Task Label**: on_task",winword.exe,distracted
"Grading_Standards_and_Expectations.docx - Word"" | **Process Name**: winword.exe | **Task Label**: on_task",winword.exe,distracted
"Linear Algebra: Eigenvalues and Eigenvectors - Lecture 4"" | **Process**: chrome.exe | **Label**: on_task",chrome.exe,distracted
"PHYS101: Thermodynamics Notes - Week 3"" | **Process**: msedge.exe | **Label**: on_task",msedge.exe,distracted
"main.py - Calculus Homework [VS Code]"" | **Process**: code.exe | **Label**: on_task",code.exe,distracted
"Organic_Chemistry_Textbook_Chapter5.pdf"" | **Process**: chrome.exe | **Label**: on_task",chrome.exe,distracted
"General Chemistry Study Group"" | **Process**: discord.exe | **Label**: on_task",discord.exe,distracted
"Essay Draft: Impact of Industrial Revolution.docx"" | **Process**: winword.exe | **Label**: on_task",winword.exe,distracted
"Steam Community :: Group Chat"" | **Process**: steam.exe | **Label**: distracted",steam.exe,on_task
Organic Chemistry Lecture 4: Kinetics - YouTube,chrome.exe,on_task
Top 10 Funniest Cat Fails 2026 - YouTube,chrome.exe,distracted
main.py - ThermodynamicsProject,code.exe,on_task
mod_script.lua - SkyrimSE,code.exe,distracted
Physics Lab Report Draft.docx,winword.exe,on_task
'Lecture 12: The French Revolution - YouTube',chrome.exe,on_task
'Top 10 Funny Cat Fails - YouTube',chrome.exe,distracted
'History_Notes_Final.docx',winword.exe,on_task
'Black Friday Deals - Laptops.docx',winword.exe,distracted
'CS101_Assignment3.py',code.exe,on_task
'Skyrim_Mod_Script.py',code.exe,distracted
"informal_fallacies_draft_v3.txt - Sublime Text"" | **Process Name**: sublime_text.exe | **Task Label**: on_task",sublime_text.exe,distracted
"lecture_notes_ad_hominem.txt - Sublime Text"" | **Process Name**: sublime_text.exe | **Task Label**: on_task",sublime_text.exe,distracted
"syllabus_fallacies_section.docx - Sublime Text"" | **Process Name**: sublime_text.exe | **Task Label**: on_task",sublime_text.exe,distracted
"manuscript_chapter4_strawman.txt - Sublime Text"" | **Process Name**: sublime_text.exe | **Task Label**: on_task",sublime_text.exe,distracted
"teaching_materials_slippery_slope.txt - Sublime Text"" | **Process Name**: sublime_text.exe | **Task Label**: on_task",sublime_text.exe,distracted
"research_paper_false_dilemma_analysis.txt - Sublime Text"" | **Process Name**: sublime_text.exe | **Task Label**: on_task",sublime_text.exe,distracted
"student_handout_logical_errors.txt - Sublime Text"" | **Process Name**: sublime_text.exe | **Task Label**: on_task",sublime_text.exe,distracted
'Khan Academy - The French Revolution',chrome.exe,on_task
'Biology 101: Cell Structure Notes.docx',winword.exe,on_task
'Black Friday Deals - Laptops',msedge.exe,distracted
'main.py - CS50 Problem Set 3',code.exe,on_task
'skyrim_mod_loader.py - Dragon Quest Mod',code.exe,distracted
Lecture 4: Semantic Syntax - Fall 2023 [YouTube],chrome.exe,on_task
Dune: Part Two - Official Trailer [YouTube],chrome.exe,distracted
main.py - linguistics_404_project - Visual Studio Code,code.exe,on_task
script.lua - skyrim_mod_wip - Visual Studio Code,code.exe,distracted
Introduction to Phonology.pdf - Adobe Acrobat Reader,acrord32.exe,on_task
Ticketmaster Confirmation - Taylor Swift.pdf - Microsoft Edge,msedge.exe,distracted
"Lecture 12: Quantum Mechanics - PHYS 202"" | **Process**: chrome.exe | **Label**: on_task",chrome.exe,distracted
"Biology 101: Cell Structure Notes.docx"" | **Process**: winword.exe | **Label**: on_task",msedge.exe,distracted
"src/main.py - Coursework Project"" | **Process**: code.exe | **Label**: on_task",code.exe,distracted
"Introduction_to_Psychology_Ch4.pdf"" | **Process**: chrome.exe | **Label**: on_task",msedge.exe,distracted
IT Data Governance Style Guide – Section 4.2: Metadata Standards | Internal Wiki,chrome.exe,on_task
Top 10 Tech Breakthroughs of 2024 You Missed – TechDaily,chrome.exe,distracted
Data Governance Frameworks: A Consultant's Checklist [PDF Viewer],chrome.exe,on_task
New AI Chip Wars: NVIDIA vs. AMD – The Verge,chrome.exe,distracted
Drafting Academic Papers on IT Policy: Style & Tone Guide,chrome.exe,on_task
Silicon Valley Startup Funding Rounds – Crunchbase News,chrome.exe,distracted
ISO/IEC 38505-1: Data Governance Compliance Requirements,chrome.exe,on_task
Review: The Latest Smart Glasses from Meta – CNET,chrome.exe,distracted
Best Practices for Data Stewardship in Higher Education | GovTech Institute,chrome.exe,on_task
Why Your Cloud Provider Might Be Leaking Data – Wired,chrome.exe,distracted
'Lecture 4: Graph Algorithms - CS2024',chrome.exe,on_task
'Top 10 Speedrun any% Glitches',chrome.exe,distracted
'Data Structures Final Exam Notes.docx',winword.exe,on_task
'Summer Festival Tickets - Checkout',msedge.exe,distracted
'Project: Pathfinder Modding Tools',code.exe,distracted
'Assignment 3: Sorting Implementation',code.exe,on_task
"Problem Set 3: Context-Rich Modeling of Projectile Motion with Air Resistance"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Grading Rubric: Context-Rich Problems on Conservation of Energy"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Student Submission: Modeling Terminal Velocity in a Real-World Skydiving Scenario"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Lesson Plan: Integrating Context-Rich Friction Problems for AP Physics 1"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Data Analysis: Student Results on Context-Rich Circuit Modeling Lab"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Drafting New Context-Rich Assessment: Rotational Dynamics in Bicycle Mechanics"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
"Peer Review: Context-Rich Fluid Dynamics Problem regarding Blood Flow"" | **Process Name**: msedge.exe | **Task Label**: on_task",msedge.exe,distracted
