path,split,group,attention,person,workspace,phone,gaze,note,pack_label
train/distracted/main_distracted_28cf2f5a8c29.jpg,train,img_3754569b26e2,phone,face_or_body,False,in_use,phone,Person holding and looking at smartphone.,distracted
eval/uncertain/main_uncertain_b83bcb05bdd7.jpg,eval,img_375bf6d56186,unfocused,face_or_body,True,none,elsewhere,Very dark image; person at desk appears to be interacting with another.,uncertain
train/uncertain/main_uncertain_24f1f3c226a3.jpg,eval,img_375bf6d56186,unfocused,face_or_body,True,none,elsewhere,"Person seated at desk, looking at another person; lighting is very dark.",uncertain
train/uncertain/main_uncertain_89cecdf94058.jpg,eval,img_375bf6d56186,,face_or_body,True,none,unclear,Person seated at desk; image too dark to determine gaze direction.,uncertain
train/uncertain/main_uncertain_8aaae7c1c070.jpg,eval,img_375bf6d56186,unfocused,face_or_body,True,none,elsewhere,"Person sitting at desk in dark room, facing another person.",uncertain
train/uncertain/main_uncertain_98ac67854090.jpg,eval,img_375bf6d56186,,face_or_body,True,none,unclear,Image is too dark to determine attention or phone usage clearly.,uncertain
train/uncertain/main_uncertain_fd266cdffcbf.jpg,eval,img_375bf6d56186,,face_or_body,True,none,unclear,"Very dark image; person seated at desk, gaze indeterminable.",uncertain
train/distracted/distracted_290.jpg,train,img_37788f72bbb8,phone,face_or_body,True,in_use,phone,Woman talking on phone while sitting at laptop.,distracted
eval/at_desk/at_desk_p340152.jpg,eval,img_3784e439ce56,focused,face_or_body,True,none,work,"Person wearing headphones, looking at computer screen.",at_desk
train/at_desk/at_desk_p7654506.jpg,train,img_37e40e528733,focused,face_or_body,True,none,work,Woman focused on laptop screen.,at_desk
train/at_desk/at_desk_p5941786.jpg,train,img_38005cd94630,,hands_only,False,none,work,Person typing on laptop while relaxing on a couch.,at_desk
train/at_desk/at_desk_p4050220.jpg,train,img_381395981da8,focused,face_or_body,True,none,work,Student is typing on a laptop at a table.,at_desk
train/uncertain/main_uncertain_05bd087e229a.jpg,train,img_381395981da8,focused,face_or_body,True,none,work,Blurry image of student working on laptop at a white desk.,uncertain
train/away/away_p5483051.jpg,train,img_3819f0eb29f8,,none,True,none,unclear,No person visible in the image.,away
train/at_desk/main_at_desk_f4fa2a7a2714.jpg,train,img_382706ebe358,,hands_only,True,none,work,"Person holding cup, laptop screen is open and visible.",at_desk
train/away/main_away_759d3d54e36c.jpg,train,img_384b0b287b65,unfocused,face_or_body,True,none,elsewhere,"Person seated at desk, head down, looking away from work.",away
train/at_desk/at_desk_000.jpg,train,img_386bb4008bf8,focused,face_or_body,True,none,work,Student facing monitor with video call active.,at_desk
train/at_desk/main_at_desk_945938e3d94f.jpg,train,img_386bb4008bf8,focused,face_or_body,True,none,work,Student is looking at the computer monitor.,at_desk
eval/distracted/distracted_039.jpg,eval,img_387abb062b77,focused,face_or_body,True,none,work,Man focused on repairing items at cluttered outdoor workbench.,distracted
train/at_desk/main_at_desk_a773eee51863.jpg,train,img_389651207d16,focused,face_or_body,False,none,work,"Illustration of person on beach using laptop, not at a desk.",at_desk
train/at_desk/at_desk_p4144927.jpg,train,img_392c8a8ee963,focused,face_or_body,True,none,work,Student writing in notebook at desk.,at_desk
train/uncertain/main_uncertain_88f1a6aa29b5.jpg,train,img_392c8a8ee963,focused,face_or_body,True,none,work,Student writing in notebook at desk.,uncertain
eval/away/away_p7071.jpg,eval,img_3946936e7acb,,none,True,none,unclear,"Empty classroom with desks and chairs, no students visible.",away
train/at_desk/main_at_desk_d0f01925bcb2.jpg,train,img_394e04078bf9,,face_or_body,True,none,unclear,Person using stethoscope on motherboard; screwdriver and notebook nearby.,at_desk
train/at_desk/at_desk_p7794041.jpg,train,img_398eb605f457,unfocused,face_or_body,True,none,elsewhere,Woman smiling while looking away from screen.,at_desk
train/away/away_p140945.jpg,train,img_39920d3614fd,focused,face_or_body,True,idle,work,"Student viewed from above, writing on papers at desk.",away
train/at_desk/main_at_desk_9ddbbeda441b.jpg,train,img_39e2b3ed26d6,focused,face_or_body,True,none,work,Man in red jacket focused on laptop screen.,at_desk
train/at_desk/at_desk_p5530438.jpg,train,img_39f53002547e,focused,face_or_body,True,none,work,Student looking at computer monitor in classroom.,at_desk
train/away/rafast_chair_00043.jpg,train,img_3a0b0c0c0901,,none,False,none,unclear,"Empty office chair, no person visible.",away
train/at_desk/main_at_desk_6361c721f699.jpg,train,img_3a0f79dea5fa,phone,face_or_body,True,in_use,phone,Person holding phone while laptop is open on lap.,at_desk
train/away/away_p23355036.jpg,train,img_3a134a51c593,,none,True,none,unclear,Empty office with no people visible.,away
train/at_desk/at_desk_p9572527.jpg,train,img_3a1fa2507fdc,focused,face_or_body,True,none,work,Student focused on laptop in library setting.,at_desk
train/at_desk/at_desk_p3747100.jpg,train,img_3a39f2a41e6d,,hands_only,True,none,work,"Hands typing on laptop keyboard, focused on work.",at_desk
train/distracted/main_distracted_09a9dc4f67c0.jpg,train,img_3a5022ac3a28,,none,False,none,unclear,"Image shows a jet nose, not a student at a desk.",distracted
eval/away/rafast_chair_00095.jpg,eval,img_3a64aa60b430,,none,False,none,unclear,"Image shows chairs, no person present.",away
eval/at_desk/at_desk_p6930897.jpg,eval,img_3aa3d11621c6,,hands_only,True,none,unclear,"Hands on laptop and cup, face not visible.",at_desk
train/uncertain/main_uncertain_047ce4ce10e7.jpg,eval,img_3aa3d11621c6,,face_or_body,True,none,unclear,Blurred person at desk with laptop and coffee cup; attention cannot be determined.,uncertain
train/at_desk/at_desk_p8199246.jpg,train,img_3aabfb978d11,focused,face_or_body,True,none,work,Student typing on laptop with books nearby.,at_desk
train/at_desk/main_at_desk_583c9bb06363.jpg,train,img_3aba1199f4b4,focused,face_or_body,True,idle,work,Woman looking at laptop screen with phone on table.,at_desk
train/at_desk/main_at_desk_b5a50bf3bc6c.jpg,train,img_3abee8d1cbe6,focused,face_or_body,True,none,work,Person is typing on a laptop at a desk.,at_desk
train/at_desk/main_at_desk_cb8917376fa6.jpg,train,img_3b0967ea25d0,,hands_only,True,none,work,Hands are actively typing on a laptop keyboard.,at_desk
train/at_desk/at_desk_003.jpg,train,img_3b28ffd15693,,hands_only,True,none,work,"Hands typing on laptop, looking at screen with code.",at_desk
train/at_desk/main_at_desk_ed7863b37c84.jpg,train,img_3b28ffd15693,,hands_only,True,none,work,"Hands typing on laptop, monitors show code.",at_desk
train/distracted/distracted_404.jpg,train,img_3b47c0e4c227,phone,hands_only,True,in_use,phone,Hands holding phone over desk with scattered photos.,distracted
train/distracted/distracted_360.jpg,train,img_3b4fa6ac4a2e,phone,face_or_body,True,in_use,phone,Student looking at phone while sitting at a desk.,distracted
train/away/main_away_4f768c865e18.jpg,train,img_3b5d5098d7e3,unfocused,face_or_body,True,none,elsewhere,"Seated man at desk looking at standing person, not focused on work.",away
train/at_desk/at_desk_p17767257.jpg,train,img_3b89878942b9,focused,face_or_body,False,none,work,Person using laptop outdoors on a bench.,at_desk
train/distracted/main_distracted_e4d5cda3e29d.jpg,train,img_3b8b28164554,phone,face_or_body,False,in_use,phone,"Person holding phone, looking at screen, not at a workspace.",distracted
eval/away/away_p12253481.jpg,eval,img_3b90e09cffa3,,none,False,none,unclear,Empty room with no person visible.,away
eval/away/away_p2294135.jpg,eval,img_3ba73367fd39,,none,False,none,unclear,Empty hallway with no person or workspace visible.,away
train/at_desk/at_desk_p6889217.jpg,train,img_3bbd93e71b8a,,hands_only,True,none,work,Hands typing on laptop keyboard at a desk.,at_desk
train/distracted/main_distracted_e68e6590ac7b.jpg,train,img_3bd614bb51ba,,none,False,none,unclear,No person visible in the image.,distracted
train/at_desk/main_at_desk_c10572460395.jpg,train,img_3be16c6dc495,focused,face_or_body,True,none,work,Two people looking at a laptop screen together.,at_desk
train/uncertain/main_uncertain_c23d4fb956b9.jpg,train,img_3be16c6dc495,focused,face_or_body,True,none,work,Two people looking at a laptop screen together.,uncertain
train/at_desk/at_desk_p5530515.jpg,train,img_3c21828a05db,focused,face_or_body,True,none,work,Student looking at computer monitor in a classroom.,at_desk
train/away/main_away_a5d620a3fb13.jpg,train,img_3c890deb7de6,,none,False,none,unclear,"No person visible, image shows furniture and artwork.",away
train/at_desk/at_desk_p8057556.jpg,train,img_3cb36c6ceea3,focused,face_or_body,True,none,work,Student is looking at a laptop screen.,at_desk
train/at_desk/main_at_desk_9c2c4ec4229c.jpg,train,img_3d05f63d090a,,face_or_body,False,none,unclear,"Heavily pixelated figure visible, posture suggests bending, no desk or phone evident, details are indiscernible.",at_desk
eval/distracted/distracted_033.jpg,eval,img_3d0c15a00de6,phone,face_or_body,False,in_use,elsewhere,"Crowded cave event, no desk; multiple phones in use, attention on performance.",distracted
eval/distracted/distracted_201.jpg,eval,img_3d0f67bbeff4,phone,face_or_body,True,in_use,phone,Student is looking at a phone held in hand.,distracted
train/at_desk/at_desk_p16058830.jpg,train,img_3d717c3ca7a7,focused,face_or_body,True,none,work,Person sitting at desk using laptop with wine glass.,at_desk
train/away/away_p6804606.jpg,train,img_3d9fbee895be,,none,True,none,unclear,"Workspace is empty, no person visible.",away
train/at_desk/at_desk_p6894107.jpg,train,img_3db8c9c24b35,focused,face_or_body,True,none,work,Student focused on laptop screen.,at_desk
train/away/away_p18150695.jpg,train,img_3ddb2fbee305,,none,False,none,unclear,"Empty room, no person visible.",away
train/distracted/distracted_213.jpg,train,img_3df988da9ee7,phone,face_or_body,False,in_use,phone,Student looking down at phone held in hands.,distracted
train/distracted/main_distracted_58ef472eb32d.jpg,train,img_3e0edc9dd8b9,phone,face_or_body,False,in_use,phone,"Group outdoors, main subject looking at phone.",distracted
eval/away/rafast_chair_00098.jpg,eval,img_3e37462f0b1f,,hands_only,False,none,unclear,"Image shows a chair cover, no student visible.",away
eval/distracted/distracted_374.jpg,eval,img_3e5ce5837b2e,,face_or_body,True,idle,camera,"Woman stands at desk holding phone, looking at camera.",distracted
train/at_desk/main_at_desk_b7eadc42a007.jpg,train,img_3ea944f244d4,,face_or_body,False,none,elsewhere,"Man walking past desks, not seated or using lab equipment.",at_desk
train/uncertain/main_uncertain_1688f224cfef.jpg,train,img_3eb9922e4f59,,face_or_body,True,none,unclear,Image is too blurry to determine attention or workspace details.,uncertain
train/distracted/main_distracted_1d54d53b14a2.jpg,train,img_3ebece3b6b74,,hands_only,False,none,unclear,Finger touching smartwatch screen showing Shazam app; no desk or phone visible.,distracted
eval/at_desk/at_desk_p7988089.jpg,eval,img_3ed194e812f2,focused,face_or_body,True,none,work,Person is typing at a desk with multiple screens.,at_desk
train/at_desk/at_desk_p8055848.jpg,train,img_3f009303d8a1,focused,face_or_body,True,none,work,Student writing in notebook while attending online class on laptop.,at_desk
eval/at_desk/at_desk_p12899149.jpg,eval,img_3f5ac323ccb3,focused,face_or_body,True,none,work,Person typing code on laptop at desk with monitor nearby.,at_desk
eval/away/away_p8297860.jpg,eval,img_3fbf2e3ddda1,,none,True,none,unclear,"Empty desk with monitor and water bottle, no person visible.",away
train/distracted/distracted_024.jpg,train,img_3fcd0a0793a9,phone,face_or_body,False,in_use,elsewhere,"Man talking on phone, looking away from camera.",distracted
train/at_desk/main_at_desk_5bbcc7be1d12.jpg,train,img_4009878cd4e0,,hands_only,True,none,work,Hands typing on a laptop keyboard.,at_desk
train/away/away_p5511099.jpg,train,img_4037444618b3,,none,True,none,unclear,"Empty office with desks and computers, no people visible.",away
train/away/away_p139234.jpg,train,img_404900f480e6,,none,True,none,unclear,No person visible to determine attention.,away
train/at_desk/at_desk_p5553065.jpg,train,img_40a7728e4121,focused,face_or_body,False,none,work,Students sitting on grass using laptops and notebooks.,at_desk
train/at_desk/at_desk_p17556621.jpg,train,img_40bbe6e376fd,focused,face_or_body,True,none,work,Person is looking at a laptop screen.,at_desk
train/away/main_away_30e7583201c3.jpg,train,img_40d2b48db269,unfocused,face_or_body,True,none,elsewhere,"Historical illustration, not a student with a webcam.",away
train/at_desk/at_desk_p9364859.jpg,train,img_40faff5f3b1a,focused,face_or_body,True,none,work,"Student typing on keyboard, looking at monitor.",at_desk
eval/at_desk/main_at_desk_6fc7ece05fd6.jpg,eval,img_4104be734309,,none,False,none,unclear,"Image is of a school sign, no person visible.",at_desk
train/away/away_p39178037.jpg,train,img_413febf2fdac,,none,True,none,unclear,"Empty classroom with computer desks, no people visible.",away
train/distracted/distracted_111.jpg,train,img_4151254f39d7,phone,hands_only,True,in_use,phone,Hands holding and using a phone at a desk.,distracted
train/distracted/distracted_348.jpg,train,img_41584dbc04d1,phone,face_or_body,True,in_use,phone,Student looking down at phone held in hands.,distracted
train/at_desk/at_desk_p5093654.jpg,train,img_41ca6b752e48,,hands_only,False,none,work,"Person typing on laptop on lap, couch setting.",at_desk
eval/away/main_away_236e18edc2b7.jpg,eval,img_41ce1638e506,phone,face_or_body,True,in_use,phone,"Group of students at a conference table, one person using a phone.",away
train/away/away_004.jpg,eval,img_41ce1638e506,unfocused,face_or_body,True,none,elsewhere,"Group meeting, main subject looks at colleagues.",away
eval/at_desk/main_at_desk_c220eb4aa932.jpg,eval,img_41d177174067,,none,False,none,unclear,No person visible; image is of a bookstore interior.,at_desk
train/at_desk/main_at_desk_116424811c25.jpg,train,img_41daa1cfa0a2,focused,face_or_body,True,none,work,Two military personnel typing on laptops.,at_desk
eval/at_desk/at_desk_p7988125.jpg,eval,img_4200a876398b,,hands_only,True,idle,work,"Hands typing on tablet, phone visible on desk.",at_desk
train/uncertain/main_uncertain_daff558cd508.jpg,eval,img_4200a876398b,,hands_only,True,idle,work,"Hands typing on laptop, phone idle on desk.",uncertain
train/at_desk/main_at_desk_4fc2bbe9fe60.jpg,train,img_422a4de594d8,,none,True,none,unclear,Laptop showing presentation slides in classroom; no person visible in frame.,at_desk
train/distracted/main_distracted_13ac89657612.jpg,train,img_42431519aac7,,none,False,none,unclear,"Image shows a butterfly on a flower, no person visible.",distracted
eval/away/away_p27385074.jpg,eval,img_4245f741e004,,none,True,none,unclear,No person visible; workspace with old telephone and glass.,away
train/away/away_p6028170.jpg,train,img_424f3c67bdaa,,none,False,none,unclear,"Empty warehouse, no person or workspace visible.",away
train/away/away_p15743373.jpg,train,img_42546530f88e,,none,False,none,unclear,No person visible in this room image.,away
train/away/rafast_chair_00021.jpg,train,img_426762f2a8db,,none,False,none,unclear,No person is visible in the image.,away
train/away/main_away_f8b9a0b2c558.jpg,train,img_4278ce57cbd7,,none,False,none,unclear,"Cartoon illustration of a tooth, toothpaste, and toothbrush.",away
train/at_desk/at_desk_p8199555.jpg,train,img_4295b503019e,,face_or_body,True,none,camera,"Student smiling at camera, holding pen, with open book and laptop.",at_desk
train/distracted/distracted_156.jpg,train,img_429d5eac74df,phone,face_or_body,False,in_use,phone,Person sitting on a bed looking at a smartphone.,distracted
eval/at_desk/at_desk_p6930899.jpg,eval,img_42ce38080459,,hands_only,True,none,work,Hands on laptop and coffee cup.,at_desk
train/away/away_p32422108.jpg,train,img_431ba1dd0bc6,,none,False,none,unclear,No person visible. Room contains a chair and a window.,away
train/distracted/distracted_244.jpg,train,img_434203b92115,phone,face_or_body,True,in_use,phone,Student is looking at and using a phone.,distracted
train/away/rafast_chair_00037.jpg,train,img_43c440951f34,,none,False,none,unclear,Image shows an empty office chair with no person present.,away
train/distracted/main_distracted_9002c274954b.jpg,train,img_43c79aa185d4,focused,face_or_body,True,idle,work,Student writing at table; phones on desk unused by main subject.,distracted
eval/away/away_p9300722.jpg,eval,img_43d993beb84a,,none,True,none,unclear,"Empty workspace with laptop visible, no person present.",away
train/at_desk/main_at_desk_904162fa0125.jpg,train,img_43e27ee43f6f,,none,False,none,unclear,"Image shows bookshelves, no student or desk visible.",at_desk
eval/at_desk/main_at_desk_42b305018081.jpg,eval,img_43ffb7ce9b95,,face_or_body,False,none,elsewhere,Man on stage presenting to an audience.,at_desk
eval/away/away_p8532766.jpg,eval,img_44689341766a,,none,True,none,unclear,"Laptop on desk, no person visible.",away
eval/distracted/main_distracted_026f5c3c6f0a.jpg,eval,img_4476a4e9e1ed,phone,face_or_body,False,in_use,phone,Group of students standing in a hallway taking photos.,distracted
train/distracted/distracted_396.jpg,train,img_44ccc334f7b9,phone,face_or_body,True,in_use,phone,Person holding and looking at smartphone.,distracted
eval/distracted/distracted_149.jpg,eval,img_4521e29b36be,phone,face_or_body,False,in_use,phone,"Person is on a bed, looking at phone while laptop is on lap.",distracted
train/at_desk/main_at_desk_6dfe18100631.jpg,train,img_453b75fdd82a,,none,False,none,unclear,No person visible; image shows Blended Learning Center banner between pillars.,at_desk
train/at_desk/main_at_desk_13abdea646ce.jpg,train,img_455b0f3c00b1,,none,True,none,unclear,No person visible in the image.,at_desk
train/distracted/distracted_159.jpg,train,img_458e0bc1d77f,,none,False,none,unclear,"Abstract geometric shapes, no person or workspace visible.",distracted
train/at_desk/main_at_desk_c1b2a99b4dbe.jpg,train,img_45952095be83,,none,False,none,unclear,"Historical photograph of damaged cotton bales, no person visible.",at_desk
train/away/rafast_chair_00075.jpg,train,img_45b51396bab3,,none,True,none,unclear,No person visible in the image.,away
train/away/main_away_a11dec5abc8c.jpg,train,img_45dd3f58e77c,,none,False,none,unclear,Empty classroom with no people visible.,away
eval/away/rafast_chair_00083.jpg,eval,img_4608acb7340d,,none,False,none,unclear,No person is visible in the image.,away
train/at_desk/main_at_desk_d778050f1061.jpg,train,img_46421c746c91,,none,True,none,unclear,Laptop side ports visible; no person in frame.,at_desk
train/distracted/distracted_200.jpg,train,img_466d89678cc5,phone,face_or_body,True,in_use,phone,Student holding smartphone and looking at the screen.,distracted
eval/at_desk/at_desk_p6893376.jpg,eval,img_46a4190a105c,,none,True,idle,unclear,No person visible; workspace setup implies study.,at_desk
train/uncertain/main_uncertain_9814ab681306.jpg,eval,img_46a4190a105c,,face_or_body,True,none,unclear,Image too pixelated to determine gaze or device usage.,uncertain
train/away/away_p34170884.jpg,train,img_46cc3442f1a2,,none,True,none,unclear,"Laptop on desk with shadows, no person visible.",away
eval/distracted/distracted_026.jpg,eval,img_472199075270,,face_or_body,False,none,elsewhere,"Street scene with vendors, no student workspace or study activity.",distracted
train/away/away_p8574469.jpg,train,img_474ee7636a82,,none,True,none,unclear,"Empty conference room, no person visible.",away
train/away/away_007.jpg,train,img_476c52428048,,none,False,none,unclear,"Spiral arrangement of books and papers, no person visible.",away
train/at_desk/main_at_desk_bbec708eab88.jpg,train,img_47888c221818,focused,face_or_body,True,none,work,"Student wearing headphones, looking at laptop screen.",at_desk
eval/at_desk/at_desk_p36496927.jpg,eval,img_47c7b779e7c9,,hands_only,True,idle,work,"Hands interacting with tablet, phone idle on desk.",at_desk
train/distracted/distracted_401.jpg,train,img_47cdb03edf39,phone,face_or_body,True,in_use,phone,Student smiling while looking at phone.,distracted
train/distracted/distracted_128.jpg,train,img_47f3afc17ceb,phone,hands_only,True,in_use,phone,Student using smartphone at a desk with laptop.,distracted
eval/at_desk/main_at_desk_d08934122136.jpg,eval,img_47fbf6198716,,hands_only,True,none,unclear,"Hands typing on keyboard, face not visible.",at_desk
eval/away/away_014.jpg,eval,img_481c35f80a08,,none,True,none,unclear,"Empty conference room with table and chairs, no person visible.",away
train/away/away_p8534240.jpg,train,img_483b329da8c7,,none,True,none,unclear,"Laptop on desk with blank screen, no person visible.",away
train/distracted/main_distracted_fd96cee1af1a.jpg,train,img_48658debd697,,face_or_body,False,none,elsewhere,"Group at a convention table, not a student workspace.",distracted
train/distracted/distracted_343.jpg,train,img_48724b0efc5a,phone,face_or_body,False,in_use,phone,Person in library looking at phone.,distracted
train/uncertain/main_uncertain_974736bb69da.jpg,train,img_4879c62dbfb1,focused,face_or_body,True,none,work,"Student looking down at laptop screen, seated at a workspace.",uncertain
train/away/rafast_chair_00013.jpg,train,img_487f0e06fd8d,,none,False,none,unclear,Close-up of a black chair back. No person or workspace visible.,away
eval/distracted/distracted_019.jpg,eval,img_48bacb1744be,focused,face_or_body,True,none,work,Student looking at laptop screen while holding a coffee cup.,distracted
train/distracted/main_distracted_6664f633cd21.jpg,eval,img_48bacb1744be,focused,face_or_body,True,none,work,Man focused on laptop screen at desk.,distracted
train/distracted/distracted_337.jpg,train,img_48f92b3822bc,phone,face_or_body,False,in_use,elsewhere,"Woman talking on phone in a library, not at a desk.",distracted
eval/away/away_p22711217.jpg,eval,img_48fa900f40d6,,none,True,none,unclear,"Empty desk with computer, no person visible.",away
eval/away/away_p8297845.jpg,eval,img_492c92565d1e,,none,True,none,unclear,Empty office desks with no people visible.,away
eval/distracted/distracted_205.jpg,eval,img_49638565e6f1,phone,face_or_body,True,in_use,phone,Student is holding and looking at a smartphone.,distracted
train/distracted/distracted_387.jpg,train,img_498cc365336c,phone,hands_only,True,in_use,phone,Hands holding and using a phone over a desk workspace.,distracted
train/at_desk/at_desk_p6893801.jpg,train,img_49fce1393a9b,phone,face_or_body,False,in_use,phone,"Person on sofa using phone, laptop on lap.",at_desk
train/distracted/distracted_236.jpg,train,img_4a371392055c,phone,hands_only,False,in_use,phone,"Person holding a phone and a tablet, clearly focused on the phone.",distracted
train/distracted/distracted_108.jpg,train,img_4a50576b841a,,none,True,idle,unclear,No person visible. Phone idle on desk near laptop and keyboard.,distracted
train/away/away_p9780101.jpg,train,img_4a50c5685b63,,none,False,none,unclear,"Empty classroom with desks, no person visible.",away
train/away/main_away_8d154032e96f.jpg,train,img_4a9d96f0cb42,,face_or_body,False,none,elsewhere,"Person speaking at podium, not at a desk workspace.",away
train/distracted/distracted_042.jpg,train,img_4a9f98c246a5,phone,face_or_body,False,in_use,elsewhere,"Person is outdoors, talking on phone, looking away.",distracted
train/distracted/distracted_261.jpg,train,img_4aae4ead89b8,phone,face_or_body,True,in_use,phone,Man looking at phone while drinking from mug.,distracted
train/away/away_p9300734.jpg,train,img_4ad3387f5ea4,,none,True,none,unclear,"Empty workspace with laptop, no person visible.",away
eval/away/main_away_010b2c043c43.jpg,eval,img_4ae47e7c6d2d,,face_or_body,False,none,elsewhere,"Person sweeping floor, no desk or work visible.",away
train/away/main_away_ca1ba9934310.jpg,eval,img_4ae47e7c6d2d,,face_or_body,False,none,elsewhere,Silhouetted person sweeping floor; no desk or work surface visible.,away
train/away/away_p7670739.jpg,train,img_4b016f410d82,,none,True,none,unclear,"Empty workspace with laptop and notebook, no person visible.",away
train/away/main_away_c31c91327713.jpg,train,img_4b1ef00d871b,,none,False,none,unclear,"Image is an architectural drawing, no person visible.",away
eval/distracted/main_distracted_753c1021ea4e.jpg,eval,img_4b1fdc4440f1,,face_or_body,False,none,elsewhere,"Person adjusting VR headset, attention not on standard work materials.",distracted
train/at_desk/main_at_desk_d753b41a1bd5.jpg,train,img_4b3654a1626a,focused,face_or_body,True,none,work,Woman looking at laptop screen in dark environment.,at_desk
train/distracted/distracted_223.jpg,train,img_4b3767fcb434,phone,face_or_body,True,in_use,phone,Student smiling while looking at a phone held in hands.,distracted
train/away/main_away_ec320d9a451e.jpg,train,img_4b3bf7de697b,,none,True,none,unclear,"Room visible through doorway, no person present.",away
train/at_desk/at_desk_p28927920.jpg,train,img_4b413d89f898,focused,face_or_body,True,none,work,Student looking at laptop screen.,at_desk
train/uncertain/main_uncertain_723a54607312.jpg,train,img_4b6fdd8bec3f,phone,face_or_body,True,in_use,phone,Person standing at desk looking at phone.,uncertain
eval/at_desk/main_at_desk_70551a99aab4.jpg,eval,img_4b8ee732ad49,,none,False,none,unclear,"Empty library scene, no person visible.",at_desk
train/uncertain/main_uncertain_6ecedfd5e82c.jpg,eval,img_4b8ee732ad49,,none,False,none,unclear,Image shows a library interior with no people present.,uncertain
train/away/main_away_5c808ee20734.jpg,train,img_4bd146ab6103,,none,False,none,unclear,"Image shows buildings, no student or workspace visible.",away
eval/at_desk/at_desk_p9300770.jpg,eval,img_4bdb8f958d49,,none,True,none,unclear,"Empty desk with monitors, no person visible.",at_desk
eval/uncertain/uncertain_003.jpg,eval,img_4becc3e1e83d,,none,False,none,unclear,Image shows the Milky Way; no person or workspace visible.,uncertain
train/away/away_p8453810.jpg,train,img_4c314c8ab5db,,none,True,none,unclear,Empty office cubicle with desk and computer.,away
train/distracted/distracted_085.jpg,train,img_4c5e650380d5,phone,face_or_body,True,in_use,phone,Woman sitting at desk looking at phone.,distracted
train/at_desk/at_desk_p12903349.jpg,train,img_4cd0686757cb,unfocused,face_or_body,True,none,elsewhere,Person is looking away from the monitor screen.,at_desk
train/distracted/distracted_264.jpg,train,img_4d890643bb88,phone,face_or_body,True,in_use,phone,Student looking at phone screen held in hands.,distracted
train/at_desk/at_desk_p6437602.jpg,train,img_4d98f11a6402,focused,face_or_body,True,none,work,"Girl looking at laptop, holding a pen.",at_desk
eval/at_desk/at_desk_p12899140.jpg,eval,img_4dc03a96664e,,hands_only,True,none,work,"Hands typing on keyboard, monitor shows code.",at_desk
train/away/rafast_chair_00063.jpg,train,img_4dc07ccba24c,,none,False,none,unclear,No person visible in the image.,away
eval/away/away_p8092315.jpg,eval,img_4dd3f60f730f,,none,True,none,unclear,"Empty workspace with laptop, no person visible.",away
train/away/rafast_chair_00027.jpg,train,img_4de61937a935,,none,False,none,unclear,"Image shows an armchair, no person or workspace visible.",away
train/distracted/distracted_351.jpg,train,img_4df80068eb58,phone,face_or_body,True,in_use,phone,Student holding and looking at phone while seated at a desk.,distracted
train/distracted/main_distracted_65091712312b.jpg,train,img_4df9c80fdeea,,none,False,idle,unclear,"Image shows phone and accessories in a box, no person visible.",distracted
train/away/main_away_ad4022f670ab.jpg,train,img_4e02d3f76ec7,,face_or_body,False,none,camera,"Person looking at camera, no workspace visible.",away
train/at_desk/main_at_desk_58d299978723.jpg,train,img_4e06514e376c,focused,face_or_body,True,none,work,Woman using a laptop at a desk.,at_desk
train/uncertain/main_uncertain_f30b5b58daf0.jpg,train,img_4e06514e376c,focused,face_or_body,True,none,work,"Pixelated image shows student at desk, appearing focused on workspace materials.",uncertain
train/away/away_p32216281.jpg,train,img_4e4fbc6c4809,,none,True,none,unclear,Empty office with no people visible.,away
eval/at_desk/at_desk_p6803522.jpg,eval,img_4ee450d682ef,focused,face_or_body,True,none,work,Person is typing on a keyboard and looking at a monitor.,at_desk
train/at_desk/at_desk_p7581046.jpg,train,img_4f38f89073ad,focused,face_or_body,True,none,work,Woman reviewing documents at desk; man stands in background.,at_desk
train/uncertain/main_uncertain_e3aa6d7e4f4c.jpg,train,img_4f38f89073ad,,face_or_body,True,none,unclear,Heavy pixelation prevents reliable determination of gaze or focus state.,uncertain
train/away/rafast_chair_00006.jpg,train,img_4f5a649e6f2c,,none,True,none,unclear,"Close-up of mesh chair back, no person visible.",away
train/away/away_p326512.jpg,train,img_4f9ef23c8ef1,,none,True,none,unclear,"No person visible, only monitors and desk.",away
train/away/away_p17664083.jpg,train,img_505a1bb8ac6a,,none,False,none,unclear,Image shows an empty room with desks and chairs.,away
train/away/away_p5483154.jpg,train,img_50ac0dcdd409,,none,True,none,unclear,"Empty office chair, no person visible.",away
train/at_desk/at_desk_p6334146.jpg,train,img_512ddddb5963,phone,face_or_body,True,in_use,phone,Student is talking on the phone at the desk.,at_desk
eval/distracted/distracted_140.jpg,eval,img_514e0ea0037a,phone,hands_only,True,in_use,phone,Hands holding and interacting with a phone over a laptop.,distracted
train/away/away_p31091590.jpg,train,img_5155ed22250f,,none,False,none,unclear,"Empty classroom with desks, no person visible.",away
train/at_desk/at_desk_p13034000.jpg,train,img_51a6623c5aef,,face_or_body,False,none,elsewhere,"Two children standing outdoors, not at a desk.",at_desk
train/distracted/distracted_300.jpg,train,img_521860cfd6cd,phone,hands_only,True,in_use,phone,Person using phone while holding pen over notebook.,distracted
train/away/away_p5483078.jpg,train,img_52298df350fe,phone,face_or_body,True,in_use,phone,"Person using phone at desk, not focused on work.",away
